rfc_num,rule
4314,"mod-rights      = astring
                    ;; +rights to add, -rights to remove
                    ;; rights to replace"
4314,"rights          = astring
                    ;; only lowercase ASCII letters and digits
                    ;; are allowed."
4315,append-uid      = uniqueid
4317,a=sendonly
4317,a=recvonly
4321,E = T2
4324,icalbody = calprops component
4324,"csidpart = hostport   ; As defined in Section 3.2.2 of RFC 2396
                      ;"
4324,"beep-localize    = text ; As defined in [BEEP]
                 ; The value supplied MUST be one value from
                 ; the initial [BEEP] greeting 'localize'
                 ; attribute, specifying the locale to use
                 ; for error messages during
                 ; this instance of the command."
4346,RSA = none
4396,TBC = Text string Byte Count
4396,BOM = Byte Order Mark
4396,TSx    = Text Sample x
4396,rtptsy = the standard RTP timestamp for PAYLOAD y
4396,sdurx  = the duration of Text Sample x
4396,a=sendrecv
4396,a=recvonly
4396,a=sendonly
4408,identity=mailfrom; client-ip=192.0.2.1;
4408,c = SMTP client IP (easily readable format)
4408,t = current timestamp
4418,Tag           = Pad xor HashedMessage
4421,colorimetry=SMPTE240M
4455,Inst = Instance
4455,Dev = SCSI Device
4455,Tgt = SCSI Target Device
4455,Intr = SCSI Initiator Device
4455,Att = Attached
4455,Id = Identifier
4455,Dsc = Discovered
4455,pSCSI = Parallel SCSI
4457,database            = LAQUOT DiameterURI RAQUOT
4460,cwnd = ssthresh
4463,s=Media Server
4463,mode=record;ttl=127
4466,"tag-string         = string
                     ;; tag of the command that caused
                     ;; the ESEARCH response, sent as
                     ;; a string."
4467,"url-full        = astring
                     ; contains authimapurlfull as defined below"
4467,"url-rump        = astring
                     ; contains authimapurlrump as defined below"
4474,signed-identity-digest = LDQUOT 32LHEX RDQUOT
4474,ident-info = LAQUOT absoluteURI RAQUOT
4474,s=Session SDP
4475,tag = 98asjd8
4483,hash=10AB568E91245681AC1B
4485,header-name     = token
4503,b    = temp div WORDSIZE
4503,Cj   = temp mod WORDSIZE
4512,OU=Engineering
4514,hexpair = HEX HEX
4515,equal          = EQUALS
4515,greaterorequal = RANGLE EQUALS
4515,lessorequal    = LANGLE EQUALS
4515,"attr           = attributedescription
                   ; The attributedescription rule is defined in
                   ; Section 2.5 of [RFC4512]."
4515,escaped        = ESC HEX HEX
4516,extype      = oid               ; From section 1.4 of [RFC4512].
4517,CountryString  = 2(PrintableCharacter)
4523,CertificateSerialNumber = INTEGER
4542,R     = Router
4551,attr-flag-keyword   = atom
4566,v=  (protocol version)
4566,o=  (originator and session identifier)
4566,s=  (session name)
4566,s=SDP Seminar
4566,i=A Seminar on the session description protocol
4566,a=recvonly
4566,k=prompt
4566,a=sendrecv
4566,a=sendonly
4566,a=inactive
4567,keymgmt-data = base64
4567,s=Secret discussion
4567,s=Cool stuff
4567,s=Action Movie
4568,s=SDP Seminar
4568,i=A Seminar on the session description protocol
4568,s=SRTP Discussion
4568,i=A discussion of Secure RTP
4570,s=Elvis Impersonation
4570,a=recvonly
4570,"basic-IP6-multicast =       hexpart
                            ; hexpart is as defined in [SDP]."
4571,s=Example
4574,i=A Seminar on the session description protocol
4583,conference-id         = token
4583,user-id               = token
4585,s=Media with feedback
4585,s=Multicast video with feedback
4590,Digest-Method = INVITE
4590,Digest-Nonce = 3bada1a0
4590,Digest-Qop = auth
4590,Digest-Algorithm = MD5
4590,Digest-Response = f3ce87e6984557cd0fecc26f3c5e97a4
4590,Digest-Algorithm = md5
4590,"Digest-Response-Auth =
                6303c41b0e2c3e524e413cafe8cce954"
4590,Digest-Method = GET
4590,Digest-Nonce = a3086ac8
4590,Digest-Response = f052b68058b2987aba493857ae1ab002
4590,"Digest-Response-Auth =
    e644aa513effbfe1caff67103ff6433c"
4598,bitStreamConfig = i6d8d14i6d8
4601,oiflist = NULL
4601,dr = me
4601,dr = neighbor
4601,sentRegisterStop = FALSE;
4601,sentRegisterStop = TRUE;
4634,f = e
4634,b = a
4634,A = temp;
4634,key = tempkey;
4634,err = shaSuccess;
4634,xoptarg = NULL;
4653,FlightSizePrev = FlightSize
4654,DF = THRESHOLD;
4656,V = tmp;
4656,SID = 0x2872979303ab47eeac028dab3829dab2
4656,SID = 0x0102030405060708090a0b0c0d0e0f00
4656,SID = 0xdeadbeefdeadbeefdeadbeefdeadbeef
4656,SID = 0xfeed0feed1feed2feed3feed4feed5ab
4662,branch=z9hG4bKwYb6QREiCL
4662,branch=z9hG4bKMgRenTETmm
4662,branch=z9hG4bKMEyGjdG1LH
4662,branch=z9hG4bKfwpklPxmrW
4662,branch=z9hG4bKFSrAF8CZFL
4662,branch=z9hG4bKmGL1nyZfQI
4662,branch=z9hG4bK4EPlfSFQK1
4695,s=Example
4695,config=7A0A0000001A4D546864000000060000000100604D54726B0000
4695,a=sendonly
4695,config=7A0A0000001A4D546864000000060000000100604D54726B0
4695,a=recvonly
4696,s=Example
4696,tsmode=buffer; linerate=320000; octpos=last; mperiod=44; rtp_ptime=0;
4696,tsmode=buffer; linerate=320000;octpos=last;mperiod=44; guardtime=44100;
4698,Query  =  E
4698,Query  =  D
4707,K-=Xwgc
4737,Type-P-Reordered = False;
4737,Type-P-Reordered = True
4737,SequenceDiscontinuty = True;
4737,SequenceDiscontinuty = False;
4737,Type-P-Reordered = True;
4737,Reordering = False;
4737,Reordering = True;
4756,s=ULP FEC Seminar
4757,K = the Key
4758,bLen = (AES output block length in octets)
4770,"value      = URI
             ; URI defined in Section 3 of [3]"
4784,Vendor-Value = PKOID of the RADIUS AAA Server
4792,ChoiceOfStringsValue  = StringValue
4793,Type=Identity
4793,Nonce=V3
4793,Nonce=V5
4793,Nonce=V16
4793,MAC=V12
4793,IV=V13
4793,PIN=V15
4793,MAC=V16
4793,IV=V17
4793,MAC=V19
4793,IV=V20
4793,MAC=V22
4793,IV=V23
4793,MAC=V26
4793,IV=V27
4793,MAC=V29
4793,IV=V30
4793,MAC=V32
4793,IV=V33
4793,MAC=V36
4793,IV=V37
4796,mediacnt-ext        = token
4796,s=Second lecture from information technology
4802,gmplsLabelFreeform             = 0xFEDCBA9876543210
4803,gmplsLabelFreeform            = 0x123456789ABCDEF0
4803,gmplsLabelFreeform            = 0xFEDCBA9876543210
4803,mplsInSegmentIndex           = 0x00000015
4803,mplsInSegmentIndex           = 0x00000016
4804,R       = RSVP router
4804,T       = Transit LSR
4804,H     = Host
4804,T     = Transit LSR
4804,GW    = VoIP Gateway
4825,att-name               = QName
4825,att-value              = AttValue      ; from XML specification
4842,t   =  the time of the current frame
4842,t-1 =  the time of the previous frame
4860,R       = RSVP router
4860,Agg     = Aggregator
4860,Deag    = Deaggregator
4860,I       = Interior Router
4860,vDstPort = V1
4860,PHB-ID = EF
4860,vDstPort = V2
4860,vDstPort = V3
4860,vDstPort = V4
4868,"PRF-HMAC-SHA-256 = b0344c61d8db38535ca8afceaf0bf12b
                   881dc200c9833da726e9376c2e32cff7"
4868,"PRF-HMAC-SHA-384 = afd03944d84895626b0825f4ab46907f
                   15f9dadbe4101ec682aa034c7cebc59c
                   faea9ea9076ede7f4af152e8b2fa9cb6"
4868,"PRF-HMAC-SHA-512 = 87aa7cdea5ef619d4ff0b4241a1d6cb0
                   2379f4e2ce4ec2787ad0b30545e17cde
                   daa833b7d6b8a702038b274eaea3f4e4
                   be9d914eeb61f1702e696c203a126854"
4868,"PRF-HMAC-SHA-256 = 5bdcc146bf60754e6a042426089575c7
                   5a003f089d2739839dec58b964ec3843"
4868,"PRF-HMAC-SHA-384 = af45d2e376484031617f78d2b58a6b1b
                   9c7ef464f5a01b47e42ec3736322445e
                   8e2240ca5e69e2c78b3239ecfab21649"
4868,"PRF-HMAC-SHA-512 = 164b7a7bfcf819e2e395fbe73b56e0a3
                   87bd64222e831fd610270cd7ea250554
                   9758bf75c05a994a6d034f65f8f0e6fd
                   caeab1a34d4a6b4b636e070a38bce737"
4868,"PRF-HMAC-SHA-256 = 773ea91e36800e46854db8ebd09181a7
                   2959098b3ef8c122d9635514ced565fe"
4868,"PRF-HMAC-SHA-384 = 88062608d3e6ad8a0aa2ace014c8a86f
                   0aa635d947ac9febe83ef4e55966144b
                   2a5ab39dc13814b94e3ab6e101a34f27"
4868,"PRF-HMAC-SHA-512 = fa73b0089d56a284efb0f0756c890be9
                   b1b5dbdd8ee81a3655f83e33b2279d39
                   bf3e848279a722c806b485a47e67c807
                   b946a337bee8942674278859e13292fb"
4868,"PRF-HMAC-SHA-256 = 82558a389a443c0ea4cc819899f2083a
                   85f0faa3e578f8077a2e3ff46729665b"
4868,"PRF-HMAC-SHA-384 = 3e8a69b7783c25851933ab6290af6ca7
                   7a9981480850009cc5577c6e1f573b4e
                   6801dd23c4a7d679ccf8a386c674cffb"
4868,"PRF-HMAC-SHA-512 = b0ba465637458c6990e5a8c5f61d4af7
                   e576d97ff94b872de76f8050361ee3db
                   a91ca5c11aa25eb4d679275cc5788063
                   a5f19741120c4f2de2adebeb10a298dd"
4868,"PRF-HMAC-SHA-256 = 60e431591ee0b67f0d8a26aacbf5b77f
                   8e0bc6213728c5140546040f0ee37f54"
4868,"PRF-HMAC-SHA-384 = 4ece084485813e9088d2c63a041bc5b4
                   4f9ef1012a2b588f3cd11f05033ac4c6
                   0c2ef6ab4030fe8296248df163f44952"
4868,"PRF-HMAC-SHA-512 = 80b24263c7c1a3ebb71493c1dd7be8b4
                   9b46d1f41b4aeec1121b013783f8f352
                   6b56d037e05f2598bd0fd2215d6a1e52
                   95e64f73f63f0aec8b915a985d786598"
4868,"PRF-HMAC-SHA-256 = 9b09ffa71b942fcb27635fbcd5b0e944
                   bfdc63644f0713938a7f51535c3a35e2"
4868,"PRF-HMAC-SHA-384 = 6617178e941f020d351e2f254e8fd32c
                   602420feb0b8fb9adccebb82461e99c5
                   a678cc31e799176d3860e6110c46523e"
4868,"PRF-HMAC-SHA-512 = e37b6a775dc87dbaa4dfa9f96e5e3ffd
                   debd71f8867289865df5a32d20cdc944
                   b6022cac3c4982b10d5eeb55c3e4de15
                   134676fb6de0446065c97440fa8c6a58"
4868,"PRF-HMAC-SHA-256 = 198a607eb44bfbc69903a0f1cf2bbdc5
                   ba0aa3f3d9ae3c1c7a3b1696a0b68cf7"
4868,HMAC-SHA-256-128 = 198a607eb44bfbc69903a0f1cf2bbdc5
4868,"PRF-HMAC-SHA-256 = 167f928588c5cc2eef8e3093caa0e87c
                   9ff566a14794aa61648d81621a2a40c6"
4868,HMAC-SHA-256-128 = 167f928588c5cc2eef8e3093caa0e87c
4868,"PRF-HMAC-SHA-256 = cdcb1220d1ecccea91e53aba3092f962
                   e549fe6ce9ed7fdc43191fbde45c30b0"
4868,HMAC-SHA-256-128 = cdcb1220d1ecccea91e53aba3092f962
4868,"PRF-HMAC-SHA-256 = 372efcf9b40b35c2115b1346903d2ef4
                   2fced46f0846e7257bb156d3d7b30d3f"
4868,HMAC-SHA-256-128 = 372efcf9b40b35c2115b1346903d2ef4
4868,"PRF-HMAC-SHA-384 = b6a8d5636f5c6a7224f9977dcf7ee6c7
                   fb6d0c48cbdee9737a959796489bddbc
                   4c5df61d5b3297b4fb68dab9f1b582c2"
4868,"HMAC-SHA-384-128 = b6a8d5636f5c6a7224f9977dcf7ee6c7
                   fb6d0c48cbdee973"
4868,"PRF-HMAC-SHA-384 = 2c7353974f1842fd66d53c452ca42122
                   b28c0b594cfb184da86a368e9b8e16f5
                   349524ca4e82400cbde0686d403371c9"
4868,"HMAC-SHA-384-192 = 2c7353974f1842fd66d53c452ca42122
                   b28c0b594cfb184d"
4868,"PRF-HMAC-SHA-384 = 809f439be00274321d4a538652164b53
                   554a508184a0c3160353e3428597003d
                   35914a18770f9443987054944b7c4b4a"
4868,"HMAC-SHA-384-192 = 809f439be00274321d4a538652164b53
                   554a508184a0c316"
4868,"PRF-HMAC-SHA-384 = 5b540085c6e6358096532b2493609ed1
                   cb298f774f87bb5c2ebf182c83cc7428
                   707fb92eab2536a5812258228bc96687"
4868,"HMAC-SHA-384-192 = 5b540085c6e6358096532b2493609ed1
                   cb298f774f87bb5c"
4868,"PRF-HMAC-SHA-512 = 637edc6e01dce7e6742a99451aae82df
                   23da3e92439e590e43e761b33e910fb8
                   ac2878ebd5803f6f0b61dbce5e251ff8
                   789a4722c1be65aea45fd464e89f8f5b"
4868,"HMAC-SHA-512-256 = 637edc6e01dce7e6742a99451aae82df
                   23da3e92439e590e43e761b33e910fb8"
4868,"PRF-HMAC-SHA-512 = cb370917ae8a7ce28cfd1d8f4705d614
                   1c173b2a9362c15df235dfb251b15454
                   6aa334ae9fb9afc2184932d8695e397b
                   fa0ffb93466cfcceaae38c833b7dba38"
4868,"HMAC-SHA-512-256 = cb370917ae8a7ce28cfd1d8f4705d614
                   1c173b2a9362c15df235dfb251b15454"
4868,"PRF-HMAC-SHA-512 = 2ee7acd783624ca9398710f3ee05ae41
                   b9f9b0510c87e49e586cc9bf961733d8
                   623c7b55cebefccf02d5581acc1c9d5f
                   b1ff68a1de45509fbe4da9a433922655"
4868,"HMAC-SHA-512-256 = 2ee7acd783624ca9398710f3ee05ae41
                   b9f9b0510c87e49e586cc9bf961733d8"
4868,"PRF-HMAC-SHA-512 = 5e6688e5a3daec826ca32eaea224eff5
                   e700628947470e13ad01302561bab108
                   b8c48cbc6b807dcfbd850521a685babc
                   7eae4a2a2e660dc0e86b931d65503fd2"
4868,"HMAC-SHA-512-256 = 5e6688e5a3daec826ca32eaea224eff5
                   e700628947470e13ad01302561bab108"
4870,q=dns; c=simple
4870,c=simple; q=dns;
4871,Tag=value pairs that represent the default value MAY be included to
4876,saslmech    = SASL mechanism name as defined in [SASLMECH]
4876,attribute         = descr
4876,objectclass       = keystring
4880,k  = the length in octets of the key modulus
4880,M  = message to be encoded
4916,s=Session SDP
4918,"Extension = path
  ; path is defined in Section 3.3 of [RFC3986]"
4954,AUTH=mailbox
4956,RCODE=NOERROR
4960,cwnd = ssthresh
4964,branch=z9hG4bKnashds8
4998,pht2 = SEQ (h3)
4998,pht4 = SEQ (h1)
4998,pht5 = SEQ (h3)
5023,start = appService
5023,atomURI = text
5023,atomCommonAttributes = appCommonAttributes
5023,start = appCategories
5024,SFIDOSIZ = Original File Size
5024,SFIDFSIZ = Transmitted File Size
5024,drop = false
5046,RDMAExtensions=Yes was negotiated on the leading connection of the
5048,TaskReporting=FastAbort operational (FastAbort sessions) even while
5054,s = BEB25379 D1A8581E B5A72767 3A2441EE
5054,k = 7556AA04 5AEF2CDD 07ABAF0F 665C3E81 8913186F
5054,x = 94B7555A ABE9127C C58CCF49 93DB6CF8 4D16C124
5057,to-tag=totag2;from-tag=fromtag2>
5057,local-tag=fromtag1;remote-tag=totag1
5057,to-tag=totag2;from-tag=fromtag2
5058,alternative=Xcast
5058,BITMAP = every destination has a corresponding bit in the bitmap to
5090,Authenticator = F5E55840E324AA49D216D9DBD069807C
5090,Digest-Method = INVITE
5090,Message-Authenticator = 7600D5B0BDC33987A60D5C6167B28B3B
5090,Authenticator = EBE20199C26EFEAD69BF8AB0E786CA4D
5090,Digest-Nonce = 3bada1a0
5090,Digest-Qop = auth
5090,Digest-Algorithm = MD5
5090,Message-Authenticator = 5DA18ED3BBC9513DCBDE0A37F51B7DE3
5090,Authenticator = F5E55840E324AA49D216D9DBD069807D
5090,Digest-CNonce = 56593a80
5090,Digest-Response = 756933f735fcd93f90a4bbdd5467f263
5090,Message-Authenticator = B6C7F7F8D11EF261A26933D234561A60
5090,Authenticator = FFDD74D6470D21CB6FC4D6056BE245D2
5090,Digest-Response-Auth = f847de948d12285f8f4199e366f1af21
5090,Message-Authenticator = 7B76E2F10A7067AF601938BF13B0A62E
5090,Authenticator = F5E55840E324AA49D216D9DBD069807E
5090,Digest-Method = GET
5090,Message-Authenticator = 690BFC95E88DF3B185F15CD78E469992
5090,Authenticator = 2EE5EB01C02C773B6C6EC8515F565E8E
5090,Digest-Nonce = a3086ac8
5090,Message-Authenticator = 646DB2B0AF9E72FFF2CF7FEB33C4952A
5090,Authenticator = F5E55840E324AA49D216D9DBD069807F
5090,Digest-Response = a4fac45c27a30f4f244c54a2e99fa117
5090,Message-Authenticator = 237D85C1478C70C67EEAF22A9C456821
5090,Authenticator = 6364FA6ED66012847C05A0895607C694
5090,Digest-Response-Auth = 08c4e942d1d0a191de8b3aa98cd35147
5090,Message-Authenticator = 43795A3166492AD2A890AD57D5F97D56
5091,q = 0xfffffffffffffffffffffffffffbffff
5091,p = 0xbffffffffffffffffffffffffffcffff3
5091,l = 0xb8bbbc0089098f2769b32373ade8f0daf
5091,n = 0xffffffffffffffffffffefffffffffffffffffff
5091,v = 0x79317c1610c1fc018e9c53d89d59c108cd518608
5091,p = 0xa6a0ffd016103ffffffffff595f002fe9ef195f002fe9efb
5091,q = 0xffffffffffffffffffffffeffffffffffff
5091,s = 0x749e52ddb807e0220054417e514742b05a0
5091,alpha = 0xa60c395285ded4d70202c8283d894bad4f0
5091,beta = 0x48bf012da19f170b13124e5301561f45053
5091,gamma = 0x226fba82bc38e2ce4e28e56472ccf94a499
5091,p = 0x91bbe2be1c8950750784befffffffffffff6e441d41e12fb
5091,q = 0xfffffffffbfffffffffffffffffffffffff
5091,u = 0xad1ebfa82edf0bcb5111e9dc08ff0737c68
5092,ucs4 = utf16;
5092,ucs4 = c;
5104,s=Media with feedback
5104,s=Multiparty Video Call
5106,L = Length included
5106,M = More fragments
5106,I = Integrity Checksum Data included
5109,s=ULP FEC Seminar
5114,"p = B10B8F96 A080E01D DE92DE5E AE5D54EC 52C99FBC FB06A3C6
    9A6A9DCA 52D23B61 6073E286 75A23D18 9838EF1E 2EE652C0
    13ECB4AE A9061123 24975C3C D49B83BF ACCBDD7D 90C4BD70
    98488E9C 219A7372 4EFFD6FA E5644738 FAA31A4F F55BCCC0
    A151AF5F 0DC8B4BD 45BF37DF 365C1A65 E68CFDA7 6D4DA708
    DF1FB2BC 2E4A4371"
5114,"g = A4D1CBD5 C3FD3412 6765A442 EFB99905 F8104DD2 58AC507F
    D6406CFF 14266D31 266FEA1E 5C41564B 777E690F 5504F213
    160217B4 B01B886A 5E91547F 9E2749F4 D7FBD7D3 B9A92EE1
    909D0D22 63F80A76 A6A24C08 7A091F53 1DBF0A01 69B6A28A
    D662A4D1 8E73AFA3 2D779D59 18D08BC8 858F4DCE F97C2A24
    855E6EEB 22B3B2E5"
5114,"g =  AC4032EF 4F2D9AE3 9DF30B5C 8FFDAC50 6CDEBE7B 89998CAF
     74866A08 CFE4FFE3 A6824A4E 10B9A6F0 DD921F01 A70C4AFA
     AB739D77 00C29F52 C57DB17C 620A8652 BE5E9001 A8D66AD7
     C1766910 1999024A F4D02727 5AC1348B B8A762D0 521BC98A
     E2471504 22EA1ED4 09939D54 DA7460CD B5F6C6B2 50717CBE
     F180EB34 118E98D1 19529A45 D6F83456 6E3025E3 16A330EF
     BB77A86F 0C1AB15B 051AE3D4 28C8F8AC B70A8137 150B8EEB
     10E183ED D19963DD D9E263E4 770589EF 6AA21E7F 5F2FF381
     B539CCE3 409D13CD 566AFBB4 8D6C0191 81E1BCFE 94B30269
     EDFE72FE 9B6AA4BD 7B5A0F1C 71CFFF4C 19C418E1 F6EC0179
     81BC087F 2A7065B3 84B890D3 191F2BFA"
5114,"g = 3FB32C9B 73134D0B 2E775066 60EDBD48 4CA7B18F 21EF2054
    07F4793A 1A0BA125 10DBC150 77BE463F FF4FED4A AC0BB555
    BE3A6C1B 0C6B47B1 BC3773BF 7E8C6F62 901228F8 C28CBB18
    A55AE313 41000A65 0196F931 C77A57F2 DDF463E5 E9EC144B
    777DE62A AAB8A862 8AC376D2 82D6ED38 64E67982 428EBC83
    1D14348F 6F2F9193 B5045AF2 767164E1 DFC967C1 FB3F2E55
    A4BD1BFF E83B9C80 D052B985 D182EA0A DB2A3B73 13D3FE14
    C8484B1E 052588B9 B7D2BBD2 DF016199 ECD06E15 57CD0915
    B3353BBB 64E0EC37 7FD02837 0DF92B52 C7891428 CDC67EB6
    184B523D 1DB246C3 2F630784 90F00EF8 D647D148 D4795451
    5E2327CF EF98C582 664B4C0F 6CC41659"
5114,"q = 8CF83642 A709A097 B4479976 40129DA2 99B1A47D 1EB3750B
    A308B0FE 64F5FBD3"
5114,p = FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFE FFFFFFFF FFFFFFFF
5114,a = FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFE FFFFFFFF FFFFFFFC
5114,gx = 188DA80E B03090F6 7CBF20EB 43A18800 F4FF0AFD 82FF1012
5114,gy = 07192B95 FFC8DA78 631011ED 6B24CDD5 73F977A1 1E794811
5114,n = FFFFFFFF FFFFFFFF FFFFFFFF 99DEF836 146BC9B1 B4D22831
5114,"a = FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFE FFFFFFFF FFFFFFFF
    FFFFFFFE"
5114,"b = B4050A85 0C04B3AB F5413256 5044B0B7 D7BFD8BA 270B3943
    2355FFB4"
5114,"gx = B70E0CBD 6BB4BF7F 321390B9 4A03C1D3 56C21122 343280D6
     115C1D21"
5114,"gy = BD376388 B5F723FB 4C22DFE6 CD4375A0 5A074764 44D58199
     85007E34"
5114,"n = FFFFFFFF FFFFFFFF FFFFFFFF FFFF16A2 E0B8F03E 13DD2945
    5C5C2A3D"
5114,"b = 5AC635D8 AA3A93E7 B3EBBD55 769886BC 651D06B0 CC53B0F6
    3BCE3C3E 27D2604B"
5114,"gx = 6B17D1F2 E12C4247 F8BCE6E5 63A440F2 77037D81 2DEB33A0
     F4A13945 D898C296"
5114,"gy = 4FE342E2 FE1A7F9B 8EE7EB4A 7C0F9E16 2BCE3357 6B315ECE
     CBB64068 37BF51F5"
5114,"b = B3312FA7 E23EE7E4 988E056B E3F82D19 181D9C6E FE814112
    0314088F 5013875A C656398D 8A2ED19D 2A85C8ED D3EC2AEF"
5114,"gx = AA87CA22 BE8B0537 8EB1C71E F320AD74 6E1D3B62 8BA79B98
     59F741E0 82542A38 5502F25D BF55296C 3A545E38 72760AB7"
5114,"gy = 3617DE4A 96262C6F 5D9E98BF 9292DC29 F8F41DBD 289A147C
     E9DA3113 B5F0B8C0 0A60B1CE 1D7E819D 7A431D7C 90EA0E5F"
5114,"n = FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF
    C7634D81 F4372DDF 581A0DB2 48B0A77A ECEC196A CCC52973"
5114,"p = 000001FF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF
    FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF
    FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF"
5114,"a = 000001FF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF
    FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF
    FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFF FFFFFFFC"
5114,"gx = 000000C6 858E06B7 0404E9CD 9E3ECB66 2395B442 9C648139
     053FB521 F828AF60 6B4D3DBA A14B5E77 EFE75928 FE1DC127
     A2FFA8DE 3348B3C1 856A429B F97E7E31 C2E5BD66"
5114,xB =          9392C9F9 EB6A7A6A 9022F7D8 3E7223C6 835BBDDA
5114,"yB =                                     717A6CB0 53371FF4
     A3B93294 1C1E5663 F861A1D6 AD34AE66 576DFB98 F6C6CBF9
     DDD5A56C 7833F6BC FDFF0955 82AD868E 440E8D09 FD769E3C
     ECCDC3D3 B1E4CFA0 57776CAA F9739B6A 9FEE8E74 11F8D6DA
     C09D6A4E DB46CC2B 5D520309 0EAE6126 311E53FD 2C14B574
     E6A3109A 3DA1BE41 BDCEAA18 6F5CE067 16A2B6A0 7B3C33FE"
5114,"Z  =                                     5C804F45 4D30D9C4
     DF85271F 93528C91 DF6B48AB 5F80B3B5 9CAAC1B2 8F8ACBA9
     CD3E39F3 CB614525 D9521D2E 644C53B8 07B810F3 40062F25
     7D7D6FBF E8D5E8F0 72E9B6E9 AFDA9413 EAFB2E8B 0699B1FB
     5A0CACED DEAEAD7E 9CFBB36A E2B42083 5BD83A19 FB0B5E96
     BF8FA4D0 9E345525 167ECD91 55416F46 F408ED31 B63C6E6D"
5114,"xA =                                              22E62601
     DBFFD067 08A680F7 47F361F7 6D8F4F72 1A0548E4 83294B0C"
5114,"xB =                                              4FF3BC96
     C7FC6A6D 71D3B363 800A7CDF EF6FC41B 4417EA15 353B7590"
5114,"yB =                   4DCEE992 A9762A13 F2F83844 AD3D77EE
      0E31C971 8B3DB6C2 035D3961 182C3E0B A247EC41 82D760CD
      48D99599 970622A1 881BBA2D C822939C 78C3912C 6661FA54
      38B20766 222B75E2 4C2E3AD0 C7287236 129525EE 15B5DD79
      98AA04C4 A9696CAC D7172083 A97A8166 4EAD2C47 9E444E4C
      0654CC19 E28D7703 CEE8DACD 6126F5D6 65EC52C6 7255DB92
      014B037E B621A2AC 8E365DE0 71FFC140 0ACF077A 12913DD8
      DE894734 37AB7BA3 46743C1B 215DD9C1 2164A7E4 053118D1
      99BEC8EF 6FC56117 0C84C87D 10EE9A67 4A1FA8FF E13BDFBA
      1D44DE48 946D68DC 0CDD7776 35A7AB5B FB1E4BB7 B856F968
      27734C18 4138E915 D9C3002E BCE53120 546A7E20 02142B6C"
5114,"xA =                                     0881382C DB87660C
     6DC13E61 4938D5B9 C8B2F248 581CC5E3 1B354543 97FCE50E"
5114,"xB =                                     7D62A7E3 EF36DE61
     7B13D1AF B82C780D 83A23BD4 EE670564 5121F371 F546A53D"
5114,dA   = 323FA316 9D8E9C65 93F59476 BC142000 AB5BE0E2 49C43426
5114,dB   = 631F95BB 4A67632C 9C476EEE 9AB695AB 240A0499 307FCF62
5114,"dA   =                                              B558EB6C
       288DA707 BBB4F8FB AE2AB9E9 CB62E3BC 5C7573E2 2E26D37F"
5114,"dB   =                                              AC3B1ADD
       3D9770E6 F6A708EE 9F3B8E0A B3B480E9 F27F85C8 8B5E6D18"
5114,"dB   =                                     2CE1788E C197E096
       DB95A200 CC0AB26A 19CE6BCC AD562B8E EE1B5937 61CF7F41"
5114,"dA   = D27335EA 71664AF2 44DD14E9 FD126071 5DFD8A79 65571C48
       D709EE7A 7962A156 D706A90C BCB5DF29 86F05FEA DB9376F1"
5114,"dB   = 52D1791F DB4B70F8 9C0F00D4 56C2F702 3B612526 2C36A7DF
       1F802311 21CCE3D3 9BE52E00 C194A413 2C4A6C76 8BCD94D2"
5114,"dB   =              00CE E3480D86 45A17D24 9F2776D2 8BAE6169
       52D1791F DB4B70F7 C3378732 AA1B2292 8448BCD1 DC2496D4
       35B01048 066EBE4F 72903C36 1B1A9DC1 193DC2C9 D0891B96"
5118,branch=z9hG4bKas3
5124,s=Media with feedback
5124,s=Multicast video with feedback
5126,micalg=sha1; boundary=boundary42
5141,iso      = International Organization for Standardization
5141,iso-iec  = jointly developed by ISO and IEC
5141,"iso-astm = jointly developed by ISO and the American Society for
           Testing and Materials (ASTM) International"
5141,"iso-ieee = jointly developed by ISO and the Institute for
           Electrical and Electronics Engineers (IEEE)"
5141,guide = Guide
5141,isp   = International Standardized Profile
5141,iwa   = International Workshop Agreement
5141,pas   = Publicly Available Specification
5141,tr    = Technical Report
5141,ts    = Technical Specification
5141,tta   = Technology Trends Assessment
5141,"draft     = document that has not yet been accepted for
            publication by international ballot"
5141,cancelled = document that has been deleted or withdrawn
5189,mc = middlebox challenge
5216,L = Length included
5216,M = More fragments
5216,R = Reserved
5219,needToEnqueue = False;
5219,endOfData = endOfHeadFrame;
5219,aduFrame = the next ADU frame from the depacketizing step;
5219,iiLastSeen = ii;
5219,iccLastSeen = icc;
5234,b           =  binary
5234,d           =  decimal
5234,x           =  hexadecimal
5236,RI = m;
5236,newS = new sequence from arriving stream;
5245,transport-extension   = token              ; from RFC 3261
